id,zipcode,road,house_number,grade,condition,price,rehab_cost,closing_cost,total_expected_cost
5015000700,98112,East Aloha Street,2640,7,4,563225.0,34438.692599999995,20511.883470601555,618175.5760706015
8074200160,98056,Jefferson Avenue Northeast,600,7,5,265000.0,12599.1082,7812.019094012078,285411.1272940121
8617000060,98007,Southeast 18th Street,15502,10,3,711600.0,93078.63739999999,20465.282255123053,825143.919655123
2205500030,98006,148th Avenue Southeast,3765,7,3,331500.0,44201.0884,10180.02186792385,385881.11026792385
1176000390,98107,Northwest 59th Street,3441,7,4,448000.0,22818.9867,13815.009644453245,484633.99634445325
3271300955,98199,West Bertona Street,4109,9,5,554729.0,14138.3044,17970.16639960623,586837.4707996063
6888900060,98118,Renton Avenue South,5205,7,3,326000.0,67079.6434,11899.708813349222,404979.3522133492
3243200310,98059,163rd Avenue Southeast,12840,7,4,300000.0,29678.3955,9346.122611182149,339024.51811118214
3876310860,98034,130th Place Northeast,14314,7,3,350000.0,60060.75460000001,10385.204091682032,420445.958691682
1118001631,98112,Windermere Drive East,1609,9,3,1225000.0,77479.24100000001,37584.75473202389,1340063.9957320238
6141100320,98133,Phinney Avenue North,12226,7,3,245000.0,38998.491,9467.676255494553,293466.1672554945
1924069105,98027,194th Avenue Southeast,4888,8,3,450000.0,81898.2304,15168.734907563034,547066.9653075631
3995700435,98155,25th Avenue Northeast,15022,7,4,265000.0,27158.858699999997,8311.910850458034,300470.769550458
685000160,98004,Northeast 24th Street,10201,7,4,770000.0,35279.5428,22461.50166350421,827741.0444635042
1562100340,98007,Northeast 13th Street,15049,8,3,295000.0,55118.426999999996,10433.404455891196,360551.8314558912
5101402435,98115,Ravenna Avenue Northeast,9014,7,5,312000.0,10778.8938,10857.836928698382,333636.7307286984
5035300570,98199,43rd Avenue West,3526,8,4,650000.0,32199.4392,20511.625166212318,702711.0643662123
2887701940,98115,15th Avenue Northeast,7724,7,3,485000.0,53559.6068,17726.93737883603,556286.5441788359
6430000070,98103,North 80th Street,928,7,4,355000.0,19879.0248,13798.344339166162,388677.3691391662
2734100732,98109,Carleton Avenue South,6709,7,3,216650.0,38480.75,8790.708406649748,263921.45840664976
3179101070,98105,Oberlin Avenue Northeast,5720,9,4,880000.0,45078.913499999995,32206.36565280524,957285.2791528052
524059208,98004,109th Avenue Southeast,1906,7,4,650000.0,26599.7988,19489.674499541332,696089.4732995413
4099100260,98033,117th Drive Northeast,6908,9,3,589000.0,76438.1618,19284.55553817828,684722.7173381783
1923300135,98103,North 80th Street,511,7,4,365000.0,25478.665200000003,15324.538693270619,405803.20389327063
8722101370,98112,23rd Avenue East,1810,8,3,625000.0,56680.0458,19754.33657463909,701434.382374639
3080000030,98144,21st Avenue South,2601,7,3,398750.0,57978.5962,12045.345168357722,468773.94136835774
2492200055,98126,Southwest Webster Street,3529,7,4,412000.0,26319.5154,11936.94425995242,450256.4596599524
6821101275,98199,34th Avenue West,3629,7,4,478000.0,27439.1421,18274.553833814884,523713.69593381486
6071000310,98006,119th Avenue Southeast,4849,8,5,622000.0,21138.1438,20381.893398984936,663520.0371989849
9133600135,98055,Stevens Avenue Northwest,360,7,3,160000.0,46800.9878,4857.73532897533,211658.72312897534
203101370,98053,West Ames Lake Drive Northeast,3009,7,2,170000.0,44398.0248,5511.560777606391,219909.5855776064
3589500260,98105,Roosevelt Way Northeast,5612,7,5,550000.0,14698.834,16483.483831153284,581182.3178311533
2493200370,98136,41st Avenue Southwest,8445,7,3,415000.0,40299.840000000004,11987.042733052347,467286.88273305236
2914700310,98117,1st Avenue Northwest,9532,7,4,398000.0,19879.0248,11929.3496679422,429808.3744679422
2832100270,98125,Par Place Northeast,13904,7,3,306888.0,50439.1678,9986.733589872563,367313.90138987254
1211000070,98122,26th Avenue,541,8,3,575000.0,71758.90260000002,18655.64703224932,665414.5496322494
4449800681,98117,24th Avenue Northwest,8309,8,4,450000.0,30238.9623,15876.296253251847,496115.25855325186
3211200140,98034,76th Place Northeast,14230,7,3,350000.0,44718.8294,10052.19344981163,404771.0228498116
824059324,98004,Southeast 25th Street,10616,10,3,1450000.0,96719.61600000001,42891.5156104959,1589611.1316104957
3298701070,98106,14th Avenue Southwest,9449,7,3,180000.0,28338.623600000003,5467.0259570417,213805.6495570417
1924059248,98040,East Mercer Way,5001,9,3,870000.0,116998.27160000001,25987.98771090771,1012986.2593109077
5430300171,98115,39th Avenue Northeast,7321,7,3,430000.0,47058.459,12416.13884307641,489474.59784307645
4140900270,98028,58th Avenue Northeast,18555,8,3,160000.0,29639.9726,5297.492749898174,194937.46534989818
8099600160,98033,107th Place Northeast,10805,7,4,488500.0,23938.613400000002,14905.739929636682,527344.3533296367
1311400350,98001,South 290th Street,4206,7,4,235000.0,28979.1939,6778.736880198094,270757.93078019813
1471701200,98059,Southeast 159th Street,20548,7,3,302000.0,86320.0184,10933.674595351378,399253.6929953514
1217000340,98166,12th Avenue Southwest,16439,7,4,185000.0,25758.9486,6607.181234558489,217366.1298345585
7905200230,98116,46th Avenue Southwest,3639,7,5,330000.0,15188.544,18011.68588455573,363200.22988455574
2899200040,98146,9th Avenue Southwest,10448,7,3,242000.0,58238.866,7230.814459692309,307469.6804596923
7663700772,98125,30th Avenue Northeast,14015,7,4,370000.0,28278.485399999998,12489.85231446156,410768.33771446155
8092501400,98042,Southeast 267th Street,17153,7,4,209950.0,32059.2975,7870.293607258097,249879.59110725808
6326000205,98146,28th Avenue Southwest,11810,8,3,290000.0,60838.7654,9927.422878434178,360766.18827843416
13001215,98108,2nd Avenue South,8853,7,4,130000.0,15399.0111,5238.27963207234,150637.29073207235
9238500040,98072,Northeast 202nd Street,15351,7,3,400000.0,77218.97120000001,12093.84916886283,489312.8203688629
3344500085,98056,Jones Avenue Northeast,1617,8,4,383000.0,36118.886099999996,11352.995557935354,430471.88165793533
9310300175,98133,Linden Avenue North,15433,7,3,225000.0,38741.0198,7113.884183050749,270854.9039830508
686800065,98004,110th Avenue Northeast,2602,9,3,667500.0,55378.6968,19154.43571848915,742033.1325184891
1523049207,98168,South 142nd Street,3504,7,3,161000.0,44201.0884,4710.328150177877,209911.41655017788
9144100035,98117,Mary Avenue Northwest,9547,7,3,350000.0,43680.548800000004,12617.009728738902,406297.5585287389
6381500720,98125,22nd Avenue Northeast,14044,7,3,395000.0,58238.866,11507.25863294698,464746.124632947
4073200124,98115,Sand Point Way Northeast,9717,7,3,305000.0,23138.824800000002,8763.359401697084,336902.18420169706
2457200040,98056,Index Court Northeast,841,7,4,280000.0,25338.5235,8130.345918080438,313468.86941808043
9808590210,98004,112th Avenue Northeast,3883,10,3,860000.0,92558.0978,28806.16282310697,981364.260623107
3726800220,98144,Beacon Avenue South,3427,7,3,348000.0,47578.9986,13762.251088984382,409341.24968898436
3265300410,98115,19th Avenue Northeast,9703,8,3,370000.0,55899.23640000001,13830.914917723621,439730.1513177236
686550040,98004,106th Avenue Southeast,1037,10,3,1240000.0,99319.5154,36283.86375117444,1375603.3791511743
8698600395,98002,H Street Southeast,122,7,3,150000.0,32500.1418,4318.60112103531,186818.74292103533
3185600040,98055,Hardie Avenue Northwest,309,7,3,180000.0,36398.5916,6202.522076780589,222601.11367678057
7129800063,98118,Lindsay Place South,9702,7,4,330000.0,33459.2076,10095.949134909775,373555.1567349098
2122700120,98118,Renton Avenue South,9071,7,3,235000.0,57978.5962,8935.91588238388,301914.5120823839
3797000330,98103,North 80th Street,719,7,5,471001.0,12599.1082,16436.653953063385,500036.7621530634
427000065,98118,46th Avenue South,7109,8,5,537500.0,30377.088,15833.712694822574,583710.8006948226
5637200450,98059,Lyons Avenue Northeast,402,9,3,257000.0,76180.6906,10496.948499535854,343677.6390995358
6788203060,98112,Boyer Avenue East,2302,9,3,690000.0,64479.744000000006,20508.537010504177,774988.2810105041
2817100040,98070,79th Avenue Southwest,25734,7,4,355000.0,36118.886099999996,10814.225274385524,401933.11137438554
8645500360,98058,Ferndale Avenue Southeast,1502,7,3,197000.0,46540.71800000001,6164.92105654751,249705.63905654752
1219000043,98166,Southwest 156th Street,443,7,4,315000.0,32478.2157,9794.510080795108,357272.7257807951
7508700085,98125,14th Place Northeast,13010,8,3,386500.0,76698.43160000001,12176.93452841118,475375.3661284112
9818700455,98122,27th Avenue,315,8,5,518000.0,16238.030200000001,16828.708843316817,551066.7390433168
5056500210,98006,Southeast 65th Place,12232,8,4,539950.0,40739.0415,17891.584187168202,598580.6256871682
4318200360,98136,Gatewood Road Southwest,7446,7,3,286000.0,30420.782000000003,8215.774747324502,324636.55674732453
7131300032,98118,Renton Avenue South,9626,7,3,235000.0,40039.5702,6858.20801819265,281897.7782181927
3031200230,98118,35th Avenue South,7315,7,3,350000.0,64479.744000000006,12316.292008799724,426796.03600879974
7011201445,98119,11th Avenue West,1926B,7,4,525000.0,21419.076599999997,15721.614578164346,562140.6911781643
6450302546,98133,Wayne Place North,14044,7,3,130000.0,21840.274400000002,5218.9984418769145,157059.2728418769
1326049170,98028,74th Avenue Northeast,15822,7,3,280000.0,44718.8294,11764.971614240167,336483.80101424013
8024201714,98115,15th Avenue Northeast,9808,7,3,489000.0,54340.4162,14752.69190368434,558093.1081036843
1326069151,98019,Northeast Kennedy Drive,26628,7,4,260000.0,30238.9623,9898.543198139592,300137.5054981396
1931300870,98103,Linden Avenue North,4036,7,4,355000.0,17779.913099999998,11462.666594459497,384242.5796944595
3326059254,98033,Northeast 104th Street,13108,9,3,720000.0,82418.77,22087.726456654775,824506.4964566547
123039207,98106,25th Avenue Southwest,9839,7,3,283000.0,54600.686,8671.048600086775,346271.73460008675
1025059186,98052,134th Avenue Northeast,7517,7,4,438000.0,27859.567199999998,14379.689646477304,480239.2568464773
324000530,98116,Southwest Manning Street,4203,7,3,201500.0,34319.2318,8551.188261548863,244370.42006154888
1823049242,98146,Southwest 130th Street,650,7,3,245000.0,49400.887200000005,7233.121710988732,301634.00891098875
7504021310,98074,Northeast 29th Street,21603,9,3,525000.0,77218.97120000001,15323.8450499777,617542.8162499777
8638500170,98106,Southwest Orchard Street,1259,7,3,233000.0,51480.246999999996,11623.972752039897,296104.2197520399
2436200715,98105,Northeast 45th Place,3310,7,3,484000.0,43160.0092,14511.24151070555,541671.2507107055
461002890,98117,Mary Avenue Northwest,7043,7,4,499000.0,25758.9486,14730.80908381602,539489.757683816
2926049376,98125,Northeast 105th Street,1266,7,3,220000.0,27560.612800000003,6675.367894042013,254235.98069404202
4322200050,98136,47th Avenue Southwest,7367,7,3,340000.0,48620.0778,12886.891121076598,401506.96892107656
7228500415,98122,23rd Avenue,929,8,3,480000.0,65520.823200000006,17412.896396024902,562933.7195960248
6664000130,98004,109th Avenue Southeast,2222,8,5,635250.0,15468.8088,18608.58767856791,669327.3964785679
2310000250,98038,Southeast 273rd Street,22722,7,4,190000.0,22959.1284,5949.134288366402,218908.26268836638
644210020,98004,Southeast 25th Street,11038,8,4,780000.0,42279.0933,26268.85061999179,848547.9439199917
7972000010,98023,30th Avenue Southwest,34403,7,4,120750.0,15959.577899999998,3638.51089176562,140348.08879176562
7148700050,98155,13th Avenue Northeast,17010,7,3,340000.0,68898.7334,11625.442368695516,420524.17576869554
5710610250,98027,Almak Court Northwest,265,8,3,500000.0,81380.4894,14716.573876586895,596097.0632765868
3394100020,98004,111th Avenue Southeast,3216,10,3,990000.0,81640.75920000001,30282.025948563823,1101922.7851485638
2917200675,98103,North 98th Street,700,7,4,340000.0,20998.6515,10881.304169082252,371879.95566908224
8732130680,98023,37th Court Southwest,33021,7,4,210000.0,29958.6789,6030.186836920723,245988.86573692074
3438503214,98106,Southwest Myrtle Street,1613,7,3,250000.0,49918.62820000001,7176.685135658026,307095.31333565805
3010300415,98116,45th Avenue Southwest,4039,8,4,383000.0,31919.155799999997,13862.303320681278,428781.4591206813
9310300185,98133,Linden Avenue North,15422,7,4,227000.0,14559.667800000001,7143.008255841448,248702.67605584144
9335400005,98166,Southwest 157th Street,1620,7,3,292000.0,55378.6968,8530.797270159614,355909.49407015956
13001795,98108,South Henderson Street,154,7,4,319500.0,34999.259399999995,11964.559991216373,366463.8193912163
2044500213,98125,12th Avenue Northeast,11750,7,3,310000.0,48620.0778,9370.526111620087,367990.60391162004
1234000630,98033,Northeast 53rd Street,10628,7,3,525000.0,65778.2944,16880.85206317026,607659.1464631703
1525069088,98053,Northeast 43rd Street,24126,8,3,442500.0,110239.65260000002,21921.555658725196,574661.2082587252
1725800280,98126,36th Avenue Southwest,5232,7,4,373000.0,24779.4636,10789.563144366217,408569.0267443662
5561000420,98027,Southeast 158th Street,26044,8,4,490000.0,47458.3086,17466.16283546272,554924.4714354627
1035000007,98118,51st Avenue South,9682,7,3,210000.0,47578.9986,7414.091627429632,264993.09022742964
5101404555,98115,Northeast 94th Street,1012,7,3,290000.0,26519.533600000002,8928.997606869227,325448.53120686923
1725059252,98033,116th Avenue Northeast,5625,8,3,550000.0,72019.1724,19060.536999305958,641079.709399306
5652600427,98115,Northeast 95th Street,3019,7,4,420000.0,23799.9786,14482.802768907031,458282.781368907
3512100050,98030,115th Avenue Southeast,25404,7,4,139000.0,19738.883100000003,4665.118251596576,163404.00135159658
1233100351,98033,Northeast 80th Street,12228,7,2,305000.0,42550.0984,9250.559460514769,356800.65786051477
2652500225,98119,2nd Avenue West,2519,7,3,575000.0,44458.55960000001,16975.76207833943,636434.3216783395
7905380080,98034,95th Avenue Northeast,13454,7,3,330000.0,68120.72260000001,10196.141471685696,408316.8640716857
4037000185,98008,Southeast 9th Street,16434,7,4,395000.0,28839.0522,13556.170069071286,437395.22226907127
5561400470,98027,252nd Avenue Southeast,15912,9,4,585000.0,47738.592000000004,17932.27743281324,650670.8694328131
4337600280,98166,Southwest 139th Street,236,7,4,229000.0,24639.3219,7014.625607170817,260653.94750717081
7625703260,98136,42nd Avenue Southwest,6057,7,3,400950.0,60318.2258,15685.028882563736,476953.25468256377
6431500122,98103,Evanston Avenue North,8715,7,5,520000.0,11059.1586,17657.759258242146,548716.917858242
126039413,98177,Northwest 195th Street,324,8,3,469000.0,69939.8126,13882.561450233867,552822.374050234
9523102040,98103,Woodland Place North,6407,7,3,440000.0,58759.405600000006,17319.063284273725,516078.4688842737
3888100029,98033,130th Avenue Northeast,9719,7,5,475300.0,14768.9002,20394.09681817556,510462.99701817555
930000305,98177,3rd Avenue Northwest,12041,7,4,379400.0,29678.3955,11776.978903363315,420855.3744033633
3210700380,98004,Southeast 10th Place,10926,8,4,640000.0,29399.619,18488.312232424556,687887.9312324245
9126100346,98122,,,8,3,350000.0,35880.850600000005,10174.899728649902,396055.7503286499
8864000425,98168,South 137th Street,3245,7,5,242000.0,11059.1586,7313.605922852312,260372.76452285232
7625701045,98136,45th Avenue Southwest,5411,7,3,360000.0,39258.760800000004,10818.917518028893,410077.67831802886
6143000020,98001,South 326th Place,3924,8,4,175000.0,26738.4336,5192.664874137056,206931.09847413705
4027700006,98155,Northeast 201st Place,4505,9,3,405000.0,69419.273,11986.986008762453,486406.2590087624
1498303895,98144,30th Avenue South,2110,9,4,630000.0,37378.654500000004,20314.9330422772,687693.5875422772
3763300005,98034,81st Avenue Northeast,12813,7,4,325000.0,26179.373699999996,9720.332071475095,360899.7057714751
1545806720,98038,221st Place Southeast,26020,7,5,254950.0,15258.610200000001,8004.092868111652,278212.7030681117
9421500130,98125,30th Avenue Northeast,13323,8,4,378000.0,38638.422900000005,12086.978380868915,428725.4012808689
6822100305,98199,34th Avenue West,3216,8,4,465000.0,24078.7551,13677.396703768049,502756.15180376807
3326059238,98033,Northeast 111th Place,13126,8,3,500000.0,53299.337,14827.771088462774,568127.1080884628
2425700022,98004,Bellefield Park Lane,1355,7,2,425000.0,64008.3472,20737.734037815735,509746.0812378157
1180002745,98178,South 117th Street,8723,7,3,285000.0,61879.844600000004,9106.503724043354,355986.3483240434
6885900415,98133,Ashworth Avenue North,15545,7,5,290000.0,15678.254,10627.965953937946,316306.219953938
7015201015,98119,West Barrett Street,822,9,4,879000.0,42419.235,25227.346034039085,946646.581034039
1453601502,98125,35th Avenue Northeast,13263,7,3,303697.0,65520.823200000006,11769.867103131164,380987.6903031311
2215900930,98038,Southeast 278th Way,21235,7,4,225000.0,27999.7089,6780.36913760971,259780.0780376097
2922701175,98117,Dibble Avenue Northwest,8040,7,3,535000.0,50439.1678,15350.154451389866,600789.32225139
1951800580,98006,Southeast 69th Place,12909,8,5,590000.0,25897.371600000002,25415.088920886763,641312.4605208867
2600100300,98006,Southeast 57th Street,13311,8,4,623000.0,41718.5265,19629.496878402886,684348.0233784029
5495200040,98006,Southeast 42nd Place,16121,8,4,610000.0,48858.218700000005,17859.031084386053,676717.249784386
2351800065,98199,37th Avenue West,3323,8,3,590000.0,56680.0458,17695.54277737474,664375.5885773747
3500100208,98155,25th Avenue Northeast,14526,7,3,290000.0,38220.4802,8534.748488383719,336755.2286883837
8072000035,98118,Martin Luther King Junior Way South,9201,7,2,200000.0,44398.0248,6445.358754053385,250843.3835540534
2227900040,98133,North 200th Street,911,8,3,300000.0,49140.6174,9067.75635678585,358208.3737567858
6414100026,98125,5th Avenue Northeast,12534,7,3,320000.0,46851.3626,9596.962293420087,376448.3248934201
4036400110,98155,37th Avenue Northeast,15032,8,3,300000.0,60838.7654,9548.969122207562,370387.7345222075
8074400035,98056,Lynnwood Avenue Northeast,851,7,4,315000.0,34999.259399999995,10634.901767094456,360634.1611670944
7625701386,98136,Southwest Brandon Street,4319,7,3,430000.0,55899.23640000001,13512.374964552046,499411.61136455205
984000410,98058,129th Place Southeast,18813,7,4,225000.0,30379.104,9190.97887275195,264570.0828727519
5210200184,98115,44th Place Northeast,9411,7,4,452000.0,24359.0385,13565.322949171576,489924.3614491716
3667500015,98112,19th Avenue East,120,9,3,770000.0,95678.5368,37501.29728120211,903179.8340812022
8935100100,98115,43rd Avenue Northeast,6516,7,3,476000.0,75139.61140000001,17264.56652215412,568404.1779221542
9297300750,98126,Southwest Avalon Way,3055,7,4,355000.0,24639.3219,12143.090901650383,391782.41280165035
1995200215,98115,Northeast 94th Street,415,7,3,352000.0,48099.5382,11069.840471797917,411169.3786717979
518000040,98034,Northeast 133rd Place,7811,8,3,440000.0,62920.923800000004,13846.758579830843,516767.68237983086
1105000360,98118,49th Avenue South,6611,7,3,320000.0,50959.70740000001,12325.906554462139,383285.61395446217
3331001285,98118,37th Avenue South,5734,7,3,180000.0,26519.533600000002,5624.6882350785345,212144.22183507853
4038400150,98007,156th Avenue Southeast,140,7,3,465000.0,71758.90260000002,13924.799497914475,550683.7020979145
3331000220,98118,South Brandon Street,3721,7,3,280000.0,50439.1678,10302.001400315585,340741.1692003156
5101405338,98115,Lake City Way Northeast,9801,7,3,452000.0,48880.3476,14759.386924884819,515639.7345248848
723069013,98027,Southeast May Valley Road,19433,7,4,255500.0,20159.3082,7410.079596542482,283069.38779654243
7302000610,98053,Northeast 49th Street,27711,7,3,316000.0,55118.426999999996,10580.506885411158,381698.9338854112
3004800175,98106,18th Avenue Southwest,9619,7,3,165000.0,27300.343,5088.498254573186,197388.84125457317
9324800025,98125,35th Avenue Northeast,14332,7,4,325500.0,21559.2183,9405.423508719427,356464.64180871943
7131300047,98118,52nd Avenue South,9640,7,3,235000.0,55899.23640000001,11331.810823706071,302231.0472237061
8643200061,98198,South 231st Place,1630,7,3,235000.0,65000.2836,7319.41230827734,307319.69590827735
323049176,98118,41st Avenue South,9670,7,4,325000.0,30519.2457,11265.993833062208,366785.23953306215
1224049095,98040,81st Place Southeast,3428,9,4,959000.0,62158.1181,33534.510240721116,1054692.6283407211
2591700037,98004,107th Avenue Southeast,1121,7,4,746000.0,26738.4336,23482.42254778875,796220.8561477887
6139100076,98155,1st Avenue Northeast,18038,7,3,330000.0,47318.728800000004,9595.853098700847,386914.58189870085
8562901010,98074,211th Place Southeast,36,8,5,505000.0,19387.9956,14971.732871580756,539359.7284715808
1545807180,98038,214th Avenue Southeast,26654,7,4,190000.0,26599.7988,7708.160396915464,224307.95919691544
9407000230,98045,432nd Avenue Southeast,17336,7,4,240000.0,22398.561599999997,6911.375597610343,269309.9371976104
9165100375,98117,28th Avenue Northwest,7305,7,4,510000.0,38358.1395,16262.177258099215,564620.3167580992
9808610410,98004,,,9,3,640000.0,60318.2258,21892.78683172174,722211.0126317218
6056100165,98108,Martin Luther King Junior Way South,4065,7,3,175003.0,36141.1204,5508.854252027887,216652.97465202791
6300000226,98133,Stone Avenue North,10720,7,3,240000.0,31198.792800000003,7077.67132698621,278276.4641269862
1257201420,98103,North 60th Street,2318,9,3,595000.0,96979.8858,23940.28826302696,715920.174063027
5528600005,98027,1st Avenue Southeast,220,7,3,272167.0,42118.93,8285.093655201665,322571.02365520166
7896300592,98118,36th Avenue South,9235,8,3,303500.0,88139.1084,13403.833981005238,405042.94238100527
263000009,98103,North 97th Street,925,8,3,375000.0,37439.6708,11589.657039728932,424029.32783972897
2924079034,98024,308th Avenue Southeast,7515,7,3,332220.0,67079.6434,10547.972579739764,409847.61597973976
6664500090,98059,Northeast 1st Place,5507,10,3,750000.0,116998.27160000001,21764.773040708777,888763.0446407087
